Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 00:05,70,100428660,1,800199240,24112.46,US Dollar,24112.46,US Dollar,Cheque,0
2022/09/01 00:13,70,100428660,1,800199240,5568.82,US Dollar,5568.82,US Dollar,Cash,0
2022/09/01 00:08,70,100428660,12,8001A8EB0,245677.91,US Dollar,245677.91,US Dollar,Cheque,0
2022/09/01 00:07,70,100428660,12,8001A8EB0,17459.98,US Dollar,17459.98,US Dollar,Credit Card,0
2022/09/01 00:13,70,100428660,12,8001A8EB0,287486.82,US Dollar,287486.82,US Dollar,Cash,0
2022/09/01 00:25,70,100428660,1362,8001E0F10,183.36,US Dollar,183.36,US Dollar,Cheque,0
2022/09/01 00:20,70,100428660,1362,8001E0F10,34.94,US Dollar,34.94,US Dollar,Cash,0
2022/09/01 00:29,70,100428660,1362,8002589A0,26348.38,US Dollar,26348.38,US Dollar,Cheque,0
2022/09/01 00:29,70,100428660,1362,8002589A0,26136.82,US Dollar,26136.82,US Dollar,Credit Card,0
2022/09/01 00:07,70,100428660,1362,8002589A0,1678.6,US Dollar,1678.6,US Dollar,Cash,0
2022/09/01 00:29,70,100428660,1362,80025B860,24662.06,US Dollar,24662.06,US Dollar,Cheque,0
2022/09/01 00:27,70,100428660,1362,80025B860,3686.36,US Dollar,3686.36,US Dollar,Cash,0
2022/09/01 00:16,70,100428660,12,80025BBB0,337718.52,US Dollar,337718.52,US Dollar,Cheque,0
2022/09/01 00:17,70,100428660,12,80025BBB0,9272.86,US Dollar,9272.86,US Dollar,Credit Card,0
2022/09/01 00:14,70,100428660,1,8002640E0,9789.22,US Dollar,9789.22,US Dollar,Cheque,0
2022/09/01 00:14,70,100428660,1,8002640E0,627.28,US Dollar,627.28,US Dollar,Credit Card,0
2022/09/01 00:23,70,100428660,1,8002B62D0,306809.28,US Dollar,306809.28,US Dollar,Cheque,0
2022/09/01 00:19,70,100428660,1292,8002D6970,299.68,US Dollar,299.68,US Dollar,Cheque,0
2022/09/01 00:29,70,100428660,1292,8002D6970,10.01,US Dollar,10.01,US Dollar,Credit Card,0
2022/09/01 00:12,70,100428660,1,8002F39A0,50943473.54,US Dollar,50943473.54,US Dollar,Cheque,0
2022/09/01 00:07,70,100428660,1,8002F39A0,17282.33,US Dollar,17282.33,US Dollar,Credit Card,0
2022/09/01 00:26,70,100428660,1,8002F39A0,18911265.78,US Dollar,18911265.78,US Dollar,Cash,0
2022/09/01 00:19,70,100428660,10,8003470E0,3140.42,US Dollar,3140.42,US Dollar,Credit Card,0
2022/09/01 00:20,70,100428660,10,8003470E0,177249.51,US Dollar,177249.51,US Dollar,Cash,0
2022/09/01 00:28,70,100428660,10,80036A930,247240.56,US Dollar,247240.56,US Dollar,Cheque,0
2022/09/01 00:03,70,100428660,10,80036A930,9769.57,US Dollar,9769.57,US Dollar,Credit Card,0
2022/09/01 00:21,70,100428660,10,80036A930,87060.04,US Dollar,87060.04,US Dollar,Cash,0
2022/09/01 00:09,70,100428660,220,8003B9190,6845.56,US Dollar,6845.56,US Dollar,Cheque,0
2022/09/01 00:04,70,100428660,220,8003B9190,4955.06,US Dollar,4955.06,US Dollar,Credit Card,0
2022/09/01 00:26,70,100428660,1665,8003C71D0,10909.54,US Dollar,10909.54,US Dollar,Cheque,0
2022/09/01 00:09,70,100428660,1665,8003C71D0,2661.27,US Dollar,2661.27,US Dollar,Credit Card,0
2022/09/01 00:24,70,100428660,1665,8003C71D0,300.16,US Dollar,300.16,US Dollar,Cash,0
2022/09/01 00:03,70,100428660,10,8003CA760,1700306.92,US Dollar,1700306.92,US Dollar,Cheque,0
2022/09/01 00:17,70,100428660,1665,8003F8640,78275.34,US Dollar,78275.34,US Dollar,Cheque,0
2022/09/01 00:14,70,100428660,1665,8003F8640,10519.21,US Dollar,10519.21,US Dollar,Credit Card,0
2022/09/01 00:29,70,100428660,1729,800401A80,8332.37,US Dollar,8332.37,US Dollar,Cash,0
2022/09/01 00:24,70,100428660,1467,80041C090,31866983.99,US Dollar,31866983.99,US Dollar,Cheque,0
2022/09/01 00:28,70,100428660,1467,80041C090,27598.85,US Dollar,27598.85,US Dollar,Credit Card,0
2022/09/01 00:02,70,100428660,1467,80041C090,50237552.29,US Dollar,50237552.29,US Dollar,Cash,0
2022/09/01 00:02,70,100428660,1674,80042F4A0,119.96,US Dollar,119.96,US Dollar,Cheque,0
2022/09/01 00:28,70,100428660,1674,80042F4A0,333.13,US Dollar,333.13,US Dollar,Credit Card,0
2022/09/01 00:19,70,100428660,1292,800432260,3559080.69,US Dollar,3559080.69,US Dollar,Cheque,0
2022/09/01 00:12,70,100428660,1292,800432260,9985.7,US Dollar,9985.7,US Dollar,Credit Card,0
2022/09/01 00:01,70,100428660,1292,800432260,1568386.22,US Dollar,1568386.22,US Dollar,Cash,0
2022/09/01 00:01,70,100428660,1729,800487250,56973.09,US Dollar,56973.09,US Dollar,Cheque,0
2022/09/01 00:20,70,100428660,1729,800487250,20963.21,US Dollar,20963.21,US Dollar,Credit Card,0
2022/09/01 00:18,70,100428660,1729,800487250,12971.36,US Dollar,12971.36,US Dollar,Cash,0
2022/09/01 00:25,70,100428660,10,8004B0FC0,102236.96,US Dollar,102236.96,US Dollar,Cheque,0
2022/09/01 00:12,70,100428660,10,8004B0FC0,10738.51,US Dollar,10738.51,US Dollar,Credit Card,0
2022/09/01 00:27,70,100428660,10,8004B0FC0,158681.31,US Dollar,158681.31,US Dollar,Cash,0
2022/09/01 00:12,70,100428660,513,800590530,10653.07,US Dollar,10653.07,US Dollar,Cheque,0
2022/09/01 00:06,70,100428660,513,800590530,28811.9,US Dollar,28811.9,US Dollar,Cash,0
2022/09/01 00:22,70,100428660,1601,800594AD0,8203.14,US Dollar,8203.14,US Dollar,Cheque,0
2022/09/01 00:05,70,100428660,1601,800594AD0,4701.74,US Dollar,4701.74,US Dollar,Credit Card,0
2022/09/01 00:25,70,100428660,1292,8005C97D0,37381.7,US Dollar,37381.7,US Dollar,Cheque,0
2022/09/01 00:20,70,100428660,1292,8005CD2C0,14745.79,US Dollar,14745.79,US Dollar,Cheque,0
2022/09/01 00:13,70,100428660,1292,8005CD2C0,17098.47,US Dollar,17098.47,US Dollar,Credit Card,0
2022/09/01 00:10,70,100428660,1665,8006221B0,92338.25,US Dollar,92338.25,US Dollar,Cheque,0
2022/09/01 00:25,70,100428660,1665,8006221B0,3219.29,US Dollar,3219.29,US Dollar,Credit Card,0
2022/09/01 00:22,70,100428660,1665,8006221B0,4248.15,US Dollar,4248.15,US Dollar,Cash,0
2022/09/01 00:09,70,100428660,513,80062B450,237855.96,US Dollar,237855.96,US Dollar,Cheque,0
2022/09/01 00:09,70,100428660,513,80062B450,22719.36,US Dollar,22719.36,US Dollar,Credit Card,0
2022/09/01 00:01,70,100428660,513,80062B450,99949.92,US Dollar,99949.92,US Dollar,Cash,0
2022/09/01 00:00,70,100428660,10,8006493B0,1064.04,US Dollar,1064.04,US Dollar,Cheque,0
2022/09/01 00:13,70,100428660,701,80066B2D0,5214.23,US Dollar,5214.23,US Dollar,Cheque,0
2022/09/01 00:01,70,100428660,701,80066B2D0,4522.49,US Dollar,4522.49,US Dollar,Credit Card,0
2022/09/01 00:28,70,100428660,701,80066B2D0,33450.58,US Dollar,33450.58,US Dollar,Cash,0
2022/09/01 00:18,70,100428660,908,8006A8A40,17833.96,US Dollar,17833.96,US Dollar,Cheque,0
2022/09/01 00:25,70,100428660,1047,8006CD860,15940.22,US Dollar,15940.22,US Dollar,Cheque,0
2022/09/01 00:16,70,100428660,1047,8006CD860,26618.69,US Dollar,26618.69,US Dollar,Credit Card,0
2022/09/01 00:00,70,100428660,1047,8006CD860,33647.6,US Dollar,33647.6,US Dollar,Cash,0
2022/09/01 00:21,70,100428660,1124,8007051D0,1949718.88,US Dollar,1949718.88,US Dollar,Cheque,0
2022/09/01 00:01,70,100428660,1124,8007051D0,22552.69,US Dollar,22552.69,US Dollar,Credit Card,0
2022/09/01 00:04,70,100428660,1124,8007051D0,2739407.76,US Dollar,2739407.76,US Dollar,Cash,0
2022/09/01 00:06,70,100428660,1292,800712830,158460.54,US Dollar,158460.54,US Dollar,Cheque,0
2022/09/01 00:00,70,100428660,1292,800712830,14777.01,US Dollar,14777.01,US Dollar,Credit Card,0
2022/09/01 00:10,70,100428660,1292,800712830,140027.35,US Dollar,140027.35,US Dollar,Cash,0
2022/09/01 00:25,70,100428660,1292,800796300,60940.03,US Dollar,60940.03,US Dollar,Cheque,0
2022/09/01 00:09,70,100428660,1292,800796300,14677.27,US Dollar,14677.27,US Dollar,Credit Card,0
2022/09/01 00:10,70,100428660,1292,800796300,3675.97,US Dollar,3675.97,US Dollar,Cash,0
2022/09/01 00:03,513,80078E200,513,80078E200,5438.61,US Dollar,5438.61,US Dollar,Reinvestment,0
2022/09/01 00:24,70,100428660,1588,80079FE70,95380.16,US Dollar,95380.16,US Dollar,Cheque,0
2022/09/01 00:22,70,100428660,1588,80079FE70,19476.77,US Dollar,19476.77,US Dollar,Credit Card,0
2022/09/01 00:19,70,100428660,1588,80079FE70,223777.56,US Dollar,223777.56,US Dollar,Cash,0
2022/09/01 00:04,1124,800825340,1124,800825340,44002.58,US Dollar,44002.58,US Dollar,Reinvestment,0
2022/09/01 00:09,70,100428660,1124,800825340,5215.11,US Dollar,5215.11,US Dollar,Credit Card,0
2022/09/01 00:13,70,100428660,1124,800825340,184763.93,US Dollar,184763.93,US Dollar,Cash,0
2022/09/01 00:10,1124,800825340,1124,800825340,7.62,US Dollar,7.62,US Dollar,Reinvestment,0
2022/09/01 00:19,70,100428660,908,800852160,32963.49,US Dollar,32963.49,US Dollar,Cheque,0
2022/09/01 00:08,70,100428660,10,80086B8D0,1265.15,US Dollar,1265.15,US Dollar,Cheque,0
2022/09/01 00:17,70,100428660,10,80086B8D0,1812.94,US Dollar,1812.94,US Dollar,Credit Card,0
2022/09/01 00:04,70,100428660,1674,800895EA0,2137.45,US Dollar,2137.45,US Dollar,Cash,0
2022/09/01 00:29,70,100428660,11157,8008A5CA0,43393.88,US Dollar,43393.88,US Dollar,Cheque,0
