Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 00:22,1674,800AC8E30,1674,800AC8E30,4295104.54,US Dollar,4295104.54,US Dollar,Reinvestment,0
2022/09/01 00:09,21611,800AC9010,21611,800AC9010,3203.2,US Dollar,3203.2,US Dollar,Reinvestment,0
2022/09/01 00:05,11157,800ACA9C0,11157,800ACA9C0,192154.42,US Dollar,192154.42,US Dollar,Reinvestment,0
2022/09/01 00:04,21611,800AC9010,1467,801008340,152631.0,US Dollar,152631.0,US Dollar,Cheque,0
2022/09/03 00:06,5836,80BDB0380,1665,8005E18F0,4.37,US Dollar,4.37,US Dollar,Credit Card,0
2022/09/05 15:55,12,800131B10,1,80248EF40,7627.75,US Dollar,7627.75,US Dollar,Credit Card,0
2022/09/01 00:01,217680,80C132DC0,217680,80C132DC0,6.94,US Dollar,6.94,US Dollar,Reinvestment,0
2022/09/05 05:53,10,8006AF500,1457,80163E770,546.58,US Dollar,546.58,US Dollar,Credit Card,0
2022/09/07 03:23,10,800058100,1,800191A90,3849.07,US Dollar,3849.07,US Dollar,Cheque,0
2022/09/09 17:36,11974,80245B940,121303,80A3C7390,44635.47,US Dollar,44635.47,US Dollar,Wire,0
2022/09/04 00:11,141045,80FBEF580,1688,8005FD430,139.84,US Dollar,139.84,US Dollar,Credit Card,0
2022/09/10 00:14,1420,8006A3840,233252,810521380,14.99,US Dollar,14.99,US Dollar,Credit Card,0
2022/09/07 01:20,1420,8006A3840,8354,80D1A4720,74.22,US Dollar,74.22,US Dollar,Cheque,0
2022/09/06 17:02,10,8006AF500,1420,8005FD390,13091.35,US Dollar,13091.35,US Dollar,ACH,0
2022/09/09 14:54,10,800058100,10,800126360,480.99,US Dollar,480.99,US Dollar,Cash,0
2022/09/02 00:26,908,8005FB700,11642,8131A9A80,123.26,US Dollar,123.26,US Dollar,Credit Card,0
2022/09/07 21:51,10,800131480,1241,800AD7040,64971.97,US Dollar,64971.97,US Dollar,Cheque,0
2022/09/01 05:12,1292,8006A3890,21550,801126B80,1077.97,US Dollar,1077.97,US Dollar,Credit Card,0
2022/09/08 16:31,1420,8006A3840,11904,8010A8E30,129.54,US Dollar,129.54,US Dollar,Cheque,0
2022/09/06 07:44,11157,800ACA9C0,15768,806119190,9137823.45,US Dollar,9137823.45,US Dollar,Cheque,0
2022/09/06 21:56,1292,8006A3890,21550,801126B80,236.14,US Dollar,236.14,US Dollar,Cheque,0
2022/09/06 15:44,1420,8006A3840,8354,80D1A4720,74.22,US Dollar,74.22,US Dollar,Cheque,0
2022/09/09 20:48,10,800058100,1729,8006E0660,72.71,US Dollar,72.71,US Dollar,Wire,0
2022/09/09 00:04,12585,80B1B7290,11157,800ACA9C0,2.61,US Dollar,2.61,US Dollar,Credit Card,0
2022/09/01 04:58,3144,804F55130,13327,810B0FB40,664.74,US Dollar,664.74,US Dollar,Cheque,0
2022/09/02 00:27,142553,812BB63D0,1,800A5F020,5.92,US Dollar,5.92,US Dollar,Credit Card,0
2022/09/02 10:20,908,8005FB700,15980,8033C6610,578.6,US Dollar,578.6,US Dollar,Cheque,0
2022/09/03 07:53,1420,8006A3840,11904,8010A8E30,129.54,US Dollar,129.54,US Dollar,Cheque,0
2022/09/07 03:00,1292,8006A3890,17708,80F2547D0,1532.33,US Dollar,1532.33,US Dollar,Credit Card,0
2022/09/01 00:04,1467,801008340,21940,8012569F0,6087.89,US Dollar,6087.89,US Dollar,Cheque,0
2022/09/03 05:01,908,8005FB700,15980,8033C6610,360.43,US Dollar,360.43,US Dollar,Credit Card,0
2022/09/03 09:35,1420,8005FD390,11030,8111AC6A0,37.6,US Dollar,37.6,US Dollar,Wire,0
2022/09/07 07:17,908,8005FB700,15980,8033C6610,578.6,US Dollar,578.6,US Dollar,Cheque,0
2022/09/07 16:49,1665,8005E24C0,1,80071E730,177.49,US Dollar,177.49,US Dollar,Cheque,0
2022/09/01 00:08,1467,801008340,111764,8082250C0,16.9,US Dollar,16.9,US Dollar,Credit Card,0
2022/09/03 09:56,1665,8005E24C0,1,80071E730,48.45,US Dollar,48.45,US Dollar,Credit Card,0
2022/09/01 10:06,10,800058100,10,800058100,1504.57,US Dollar,1504.57,US Dollar,Cheque,0
2022/09/07 01:54,908,8005FB700,3149,80E170AE0,1665.51,US Dollar,1665.51,US Dollar,Cheque,0
2022/09/04 13:46,908,8005FB700,10,800759BE0,4396.31,US Dollar,4396.31,US Dollar,Cheque,0
2022/09/01 23:08,1665,8005E24C0,1,80071E730,48.45,US Dollar,48.45,US Dollar,Credit Card,0
2022/09/05 18:23,1420,8006A3840,8354,80D1A4720,74.22,US Dollar,74.22,US Dollar,Cheque,0
2022/09/09 00:07,111764,8085C6550,1420,8005F2D30,27.39,US Dollar,27.39,US Dollar,Credit Card,0
2022/09/07 01:56,908,8005FB700,3149,80E170AE0,739.94,US Dollar,739.94,US Dollar,Credit Card,0
2022/09/01 19:28,10,800058100,10,80011CB60,456.9,US Dollar,456.9,US Dollar,Cash,0
2022/09/05 00:08,6803,80BF30630,1420,8005FD390,18.32,US Dollar,18.32,US Dollar,Credit Card,0
2022/09/09 00:07,1467,801008340,215064,8121CF4B0,196.59,US Dollar,196.59,US Dollar,Credit Card,0
2022/09/09 00:10,1674,8036346E0,21611,800AC9010,21.75,US Dollar,21.75,US Dollar,Credit Card,0
2022/09/10 12:13,11157,800ACA9C0,15768,806119190,9137823.45,US Dollar,9137823.45,US Dollar,Cheque,0
2022/09/05 18:29,1420,8006A3840,11904,8010A8E30,113.24,US Dollar,113.24,US Dollar,Credit Card,0
2022/09/02 12:57,10,800058100,10,800126360,157.07,US Dollar,157.07,US Dollar,Wire,0
2022/09/03 17:31,1292,8006A3890,21550,801126B80,236.14,US Dollar,236.14,US Dollar,Cheque,0
2022/09/02 12:59,10,800058100,1729,8006E0660,261.23,US Dollar,261.23,US Dollar,Cheque,0
2022/09/08 22:14,1292,8006A3890,21550,801126B80,236.14,US Dollar,236.14,US Dollar,Cheque,0
2022/09/03 09:58,1665,8005E24C0,1,80071E730,177.49,US Dollar,177.49,US Dollar,Cheque,0
2022/09/06 16:55,1688,8005FD430,1420,8005FD390,31079.12,US Dollar,31079.12,US Dollar,ACH,0
2022/09/01 00:07,11642,8131A9A80,11642,8131A9A80,316.82,US Dollar,316.82,US Dollar,Reinvestment,0
2022/09/05 00:00,221731,80B4B31F0,1674,800AC8E30,44.73,US Dollar,44.73,US Dollar,Credit Card,0
2022/09/02 17:25,11974,80245B940,121303,80A3C7390,44635.47,US Dollar,44635.47,US Dollar,Wire,0
2022/09/05 18:27,1420,8006A3840,11904,8010A8E30,129.54,US Dollar,129.54,US Dollar,Cheque,0
2022/09/05 13:44,10,800131480,1241,800AD7040,64971.97,US Dollar,64971.97,US Dollar,Cheque,0
2022/09/04 13:32,121303,80A3C7390,3149,80A3C6AD0,3549.04,US Dollar,3549.04,US Dollar,ACH,0
2022/09/06 12:55,1,800A5F020,11296,80348E020,11044.19,US Dollar,11044.19,US Dollar,Cheque,0
2022/09/01 23:36,1420,8006A3840,4726,801CA60F0,2983.23,US Dollar,2983.23,US Dollar,Cheque,0
2022/09/02 15:25,10,8006AF500,1457,80163E770,546.58,US Dollar,546.58,US Dollar,Credit Card,0
2022/09/01 03:33,1420,8005FD390,11030,8111AC6A0,37.6,US Dollar,37.6,US Dollar,Wire,0
2022/09/05 09:40,12,800131B10,1601,8073483A0,201.41,US Dollar,201.41,US Dollar,Credit Card,0
2022/09/04 14:29,10,8006AF500,1457,80163E770,900.91,US Dollar,900.91,US Dollar,Cheque,0
2022/09/03 00:03,19729,80C250450,21611,800AC9010,11.88,US Dollar,11.88,US Dollar,Credit Card,0
2022/09/08 19:22,1,800A5F020,11296,80348E020,7564.69,US Dollar,7564.69,US Dollar,Credit Card,0
2022/09/02 16:31,1420,8005FD390,11030,8111AC6A0,52.62,US Dollar,52.62,US Dollar,Cheque,0
2022/09/06 00:07,10232,80BF30680,1688,8005FD430,5.22,US Dollar,5.22,US Dollar,Credit Card,0
2022/09/02 00:11,116715,81437E940,1688,8005FD430,16.83,US Dollar,16.83,US Dollar,Credit Card,0
2022/09/10 00:17,908,8005FB700,11642,8131A9A80,5.71,US Dollar,5.71,US Dollar,Credit Card,0
2022/09/04 15:16,1420,8006A3840,8354,80D1A4720,68.67,US Dollar,68.67,US Dollar,Credit Card,0
2022/09/10 20:57,1420,8006A3840,8354,80D1A4720,74.22,US Dollar,74.22,US Dollar,Cheque,0
2022/09/03 07:51,1420,8006A3840,8354,80D1A4720,74.22,US Dollar,74.22,US Dollar,Cheque,0
2022/09/02 00:03,12,800131B10,11642,8131A9A80,2.19,US Dollar,2.19,US Dollar,Credit Card,0
2022/09/09 21:35,226331,811745F30,11642,8131A9A80,202.09,US Dollar,202.09,US Dollar,Cheque,0
2022/09/07 00:17,1292,8006A3890,1,80AAD3C60,3.86,US Dollar,3.86,US Dollar,Credit Card,0
2022/09/02 12:46,10,800058100,1729,8006E0660,248.18,US Dollar,248.18,US Dollar,ACH,0
2022/09/01 03:41,1420,8005FD390,11030,8111AC6A0,240.2,US Dollar,240.2,US Dollar,Credit Card,0
2022/09/07 03:46,10,800058100,11157,8016DB1E0,138.58,US Dollar,138.58,US Dollar,Cheque,0
2022/09/02 12:38,10,800058100,10,800126360,4321.62,US Dollar,4321.62,US Dollar,Cheque,0
2022/09/09 14:02,10,800058100,1,8006C7290,1952.56,US Dollar,1952.56,US Dollar,Cheque,0
2022/09/03 00:20,4242,805B9D610,1674,800AC8E30,89.47,US Dollar,89.47,US Dollar,Credit Card,0
2022/09/10 00:00,4242,804AFE960,10,800131480,8.87,US Dollar,8.87,US Dollar,Credit Card,0
2022/09/05 05:35,10,8006AF500,1457,80163E770,900.91,US Dollar,900.91,US Dollar,Cheque,0
2022/09/07 00:15,141045,80FBEF580,1420,8005F2D30,64.14,US Dollar,64.14,US Dollar,Credit Card,0
2022/09/05 00:17,247415,811C9BBA0,1420,8005FD390,111.25,US Dollar,111.25,US Dollar,Credit Card,0
2022/09/09 14:50,10,800058100,10,800126360,1433.36,US Dollar,1433.36,US Dollar,Credit Card,0
2022/09/10 00:13,115159,807288630,10,800131480,29.77,US Dollar,29.77,US Dollar,Credit Card,0
2022/09/08 00:13,241742,811D54110,21611,800AC9010,5.02,US Dollar,5.02,US Dollar,Credit Card,0
2022/09/09 14:04,908,8005FB700,10,800759BE0,7295.7,US Dollar,7295.7,US Dollar,Credit Card,0
2022/09/01 06:40,908,8005FB700,10,800759BE0,7295.7,US Dollar,7295.7,US Dollar,Credit Card,0
2022/09/09 00:24,39182,813187C10,1665,8005E24C0,94.03,US Dollar,94.03,US Dollar,Credit Card,0
2022/09/06 00:06,1124,80311E510,1420,8005FD390,63.04,US Dollar,63.04,US Dollar,Credit Card,0
2022/09/02 12:38,10,800058100,1729,8006E0660,72.71,US Dollar,72.71,US Dollar,Wire,0
2022/09/08 19:39,1292,8006A3890,17708,80F2547D0,1532.33,US Dollar,1532.33,US Dollar,Credit Card,0
2022/09/09 23:25,10,800058100,11157,8016DB1E0,138.58,US Dollar,138.58,US Dollar,Cheque,0
2022/09/01 14:30,1420,8005FD390,1420,8005FD390,546537.74,Brazil Real,96792.3,US Dollar,ACH,0
2022/09/04 00:07,16224,809924660,1674,800AC8E30,22.55,US Dollar,22.55,US Dollar,Credit Card,0
2022/09/09 19:51,121453,80856BCB0,143995,813600910,58464.9,US Dollar,58464.9,US Dollar,Cheque,0
2022/09/10 11:39,1420,8006A3840,11904,8010A8E30,113.24,US Dollar,113.24,US Dollar,Credit Card,0
2022/09/07 00:28,1467,801008340,15723,8065002B0,19.59,US Dollar,19.59,US Dollar,Credit Card,0
2022/09/09 14:08,908,8005FB700,10,800759BE0,4396.31,US Dollar,4396.31,US Dollar,Cheque,0
2022/09/08 09:17,12,800131B10,1601,8073483A0,201.41,US Dollar,201.41,US Dollar,Credit Card,0
2022/09/07 22:28,10,800058100,1729,8006E0660,248.18,US Dollar,248.18,US Dollar,ACH,0
2022/09/09 08:44,10,800131480,1241,800AD7040,32257.21,US Dollar,32257.21,US Dollar,Cash,0
2022/09/07 00:12,13264,80BDBF420,1665,8005E18F0,563.31,US Dollar,563.31,US Dollar,Credit Card,0
2022/09/08 05:36,1665,8005E24C0,1,80071E730,48.45,US Dollar,48.45,US Dollar,Credit Card,0
2022/09/02 13:13,1688,8005FD430,1688,8005FD430,193893.0,Shekel,57415.75,US Dollar,ACH,0
2022/09/10 00:03,221731,8135B8250,11642,8131A9A80,1.02,US Dollar,1.02,US Dollar,Credit Card,0
2022/09/06 23:02,10,800131480,1241,800AD7040,64971.97,US Dollar,64971.97,US Dollar,Cheque,0
2022/09/08 00:20,215897,8082E1300,11642,8131A9A80,108.16,US Dollar,108.16,US Dollar,Credit Card,0
2022/09/10 16:08,1420,8006A3840,4726,801CA60F0,2983.23,US Dollar,2983.23,US Dollar,Cheque,0
2022/09/01 12:22,12,800131B10,1601,8073483A0,201.41,US Dollar,201.41,US Dollar,Credit Card,0
2022/09/03 00:19,12,800131B10,15730,80FF1E0A0,43.31,US Dollar,43.31,US Dollar,Credit Card,0
2022/09/04 19:39,1420,8006A3840,11904,8010A8E30,113.24,US Dollar,113.24,US Dollar,Credit Card,0
2022/09/02 13:12,11642,8131A9A80,227859,813345BA0,400.94,US Dollar,400.94,US Dollar,Cheque,0
2022/09/02 01:38,10,800131480,13265,80257DD80,1525.77,Euro,1525.77,Euro,ACH,0
2022/09/03 21:29,10,800058100,10,800058100,1504.57,US Dollar,1504.57,US Dollar,Cheque,0
2022/09/05 23:08,10,800058100,10,800058100,898.46,US Dollar,898.46,US Dollar,Credit Card,0
2022/09/01 08:46,908,8005FB700,15980,8033C6610,578.6,US Dollar,578.6,US Dollar,Cheque,0
2022/09/04 00:24,1467,80898AF40,1688,8005FD430,36.89,US Dollar,36.89,US Dollar,Credit Card,0
2022/09/02 08:06,908,8005FB700,1,8046071D0,1110.84,US Dollar,1110.84,US Dollar,Cheque,0
2022/09/06 10:19,10,800058100,1,8006C7290,162.66,US Dollar,162.66,US Dollar,ACH,0
2022/09/09 08:56,21611,800AC9010,134784,80CDE1B20,2701853.42,Mexican Peso,2701853.42,Mexican Peso,Cheque,0
2022/09/06 17:04,1688,8005FD430,1420,8005FD390,14451.38,US Dollar,14451.38,US Dollar,ACH,0
2022/09/03 05:15,908,8005FB700,15980,8033C6610,578.6,US Dollar,578.6,US Dollar,Cheque,0
2022/09/10 00:08,115359,80D15F690,1420,8005F2D30,191.53,US Dollar,191.53,US Dollar,Credit Card,0
2022/09/01 03:33,1420,8006A3840,11904,8010A8E30,129.54,US Dollar,129.54,US Dollar,Cheque,0
2022/09/07 00:03,115359,810B0EBE0,1688,8005FD430,2.47,US Dollar,2.47,US Dollar,Credit Card,0
2022/09/06 06:21,10,800058100,10,800058100,898.46,US Dollar,898.46,US Dollar,Credit Card,0
2022/09/08 12:09,12,800131B10,1420,8034C4A50,4771.05,US Dollar,4771.05,US Dollar,Cheque,0
2022/09/01 03:58,1420,8005FD390,11030,8111AC6A0,52.62,US Dollar,52.62,US Dollar,Cheque,0
2022/09/10 00:16,24132,80320BB30,1674,800AC8E30,6.75,US Dollar,6.75,US Dollar,Credit Card,0
2022/09/08 03:24,10,800058100,11157,8016DB1E0,160.25,US Dollar,160.25,US Dollar,Credit Card,0
2022/09/07 06:16,908,8005FB700,1292,800804130,253866.88,US Dollar,253866.88,US Dollar,Cheque,0
2022/09/03 18:57,10,8006AF500,1457,80163E770,900.91,US Dollar,900.91,US Dollar,Cheque,0
2022/09/09 17:36,11974,80245B940,121303,80A3C7390,19083.95,US Dollar,19083.95,US Dollar,Cheque,0
2022/09/09 17:32,11904,8031A3820,13327,810B0FB40,1510.35,US Dollar,1510.35,US Dollar,Cheque,0
2022/09/04 00:12,226951,81230A610,21611,800AC9010,25.67,US Dollar,25.67,US Dollar,Credit Card,0
2022/09/01 00:00,1420,8005F2D30,1420,8005F2D30,10097.77,Swiss Franc,11035.82,US Dollar,ACH,0
2022/09/08 00:22,8771,805B7C830,1688,8005FD430,931.78,US Dollar,931.78,US Dollar,Credit Card,0
2022/09/02 20:56,1292,8006A3890,17708,80F2547D0,8390.15,US Dollar,8390.15,US Dollar,Cheque,0
2022/09/08 00:08,227513,80E7A3EB0,1665,8005E24C0,119.96,US Dollar,119.96,US Dollar,Credit Card,0
2022/09/05 16:43,1420,8005FD390,11030,8111AC6A0,240.2,US Dollar,240.2,US Dollar,Credit Card,0
2022/09/10 20:29,908,8005FB700,15980,8033C6610,360.43,US Dollar,360.43,US Dollar,Credit Card,0
2022/09/03 11:23,1292,8006A3890,29279,80DDDD620,9595.4,US Dollar,9595.4,US Dollar,Credit Card,0
2022/09/02 19:31,1665,8005E24C0,1,80071E730,177.49,US Dollar,177.49,US Dollar,Cheque,0
2022/09/01 00:00,795,803349E60,10,800131480,17.74,US Dollar,17.74,US Dollar,Credit Card,0
2022/09/01 00:12,1420,8005FD390,1362,801E523D0,664059.06,US Dollar,664059.06,US Dollar,Cheque,0
2022/09/08 05:54,1665,8005E24C0,1,80071E730,177.49,US Dollar,177.49,US Dollar,Cheque,0
2022/09/06 05:36,1292,8006A3890,29279,80DDDD620,148540.11,US Dollar,148540.11,US Dollar,Cheque,0
