Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/04 07:35,21174,800737690,10,800449990,19332.59,US Dollar,19332.59,US Dollar,ACH,1
2022/09/04 09:10,21174,800737690,11852,800AEBA90,300.93,Euro,300.93,Euro,ACH,1
2022/09/04 12:03,21174,800737690,10,800692550,2724.99,US Dollar,2724.99,US Dollar,ACH,1
2022/09/04 15:48,21174,800737690,11056,8007486D0,15224.53,Euro,15224.53,Euro,ACH,1
2022/09/01 00:12,70,1004286A8,24144,80D9B69A0,8873.07,Euro,8873.07,Euro,Cash,1
2022/09/01 00:41,70,100428660,8805,805B66DC0,1104.79,US Dollar,1104.79,US Dollar,Cheque,1
2022/09/01 00:59,70,1004286A8,112354,8072445F0,20.24,Euro,20.24,Euro,Credit Card,1
2022/09/01 00:45,70,1004286A8,111326,812BD4500,4943.97,Euro,4943.97,Euro,Cheque,1
2022/09/01 01:28,70,100428660,13264,805A66B50,1776.32,US Dollar,1776.32,US Dollar,Credit Card,1
2022/09/01 01:58,70,100428660,11405,8033AA1B0,316.13,US Dollar,316.13,US Dollar,Cheque,1
2022/09/01 01:52,70,1004286A8,234222,80DA92320,7.92,Euro,7.92,Euro,Cheque,1
2022/09/01 02:29,70,1004286A8,22,808A3ED00,1182.42,Euro,1182.42,Euro,Cheque,1
2022/09/01 02:48,70,100428660,117453,810766370,126.03,US Dollar,126.03,US Dollar,Cheque,1
2022/09/01 03:39,70,100428660,122151,808E5E2E0,423.18,US Dollar,423.18,US Dollar,Cheque,1
2022/09/01 05:21,70,100428660,11974,80365D680,106.36,US Dollar,106.36,US Dollar,Cash,1
2022/09/01 05:34,70,100428660,28733,81108E620,43.36,US Dollar,43.36,US Dollar,Credit Card,1
2022/09/01 06:22,70,100428660,23537,806A3C0D0,1303.29,US Dollar,1303.29,US Dollar,Cash,1
2022/09/01 06:32,70,1004286A8,8455,8116A08E0,328897.39,Euro,328897.39,Euro,Cash,1
2022/09/01 07:31,70,100428660,2824,808FD5990,370.5,US Dollar,370.5,US Dollar,Cash,1
2022/09/01 08:14,70,100428660,13037,8027CF570,1009.24,US Dollar,1009.24,US Dollar,Cheque,1
2022/09/01 08:35,70,100428660,17327,803217370,162.83,US Dollar,162.83,US Dollar,Cheque,1
2022/09/01 08:50,70,100428660,31208,80C250BD0,526.04,US Dollar,526.04,US Dollar,Cheque,1
2022/09/01 08:51,70,1004286A8,22758,8033FEFC0,5644.98,Euro,5644.98,Euro,Cheque,1
2022/09/01 09:28,70,100428660,4403,811FBC760,11056.22,US Dollar,11056.22,US Dollar,Cheque,1
2022/09/01 09:09,70,100428660,115249,81331DFE0,300.08,US Dollar,300.08,US Dollar,Cash,1
2022/09/01 10:00,70,100428660,124284,80BEC43B0,268.86,US Dollar,268.86,US Dollar,Cheque,1
2022/09/01 10:00,70,1004286A8,2915,800E58E80,23906.41,Euro,23906.41,Euro,Cheque,1
2022/09/01 10:39,70,100428660,1467,810585E10,250.47,US Dollar,250.47,US Dollar,Cheque,1
2022/09/01 11:06,70,100428660,37964,80E158220,3.21,US Dollar,3.21,US Dollar,Cash,1
2022/09/01 11:41,70,1004286A8,27535,81096C2E0,3027.69,Euro,3027.69,Euro,Cheque,1
2022/09/01 13:24,70,100428660,1362,804602630,16.6,US Dollar,16.6,US Dollar,Credit Card,1
2022/09/01 13:15,70,1004286A8,15055,80AEEEDD0,1665.56,Euro,1665.56,Euro,Cheque,1
2022/09/01 13:46,70,100428660,15695,812CD37E0,4008.85,US Dollar,4008.85,US Dollar,Credit Card,1
2022/09/01 14:12,70,100428660,219184,80C0D8D70,827659.73,US Dollar,827659.73,US Dollar,Cash,1
2022/09/01 15:06,70,1004286A8,2591,802084EB0,502.94,Euro,502.94,Euro,Credit Card,1
2022/09/01 15:31,70,100428660,23537,803949A90,3.91,US Dollar,3.91,US Dollar,Credit Card,1
2022/09/01 16:27,70,1004286A8,410,801F0C090,347.42,Euro,347.42,Euro,Cheque,1
2022/09/01 16:07,70,1004286A8,111141,80B912AB0,35062.42,Euro,35062.42,Euro,Cheque,1
2022/09/01 16:45,70,1004286A8,3514,801511050,1147.06,Euro,1147.06,Euro,Cheque,1
2022/09/01 16:58,70,1004286A8,21831,80B51B720,1279.01,Euro,1279.01,Euro,Credit Card,1
2022/09/01 16:31,70,1004286A8,112354,811614660,31.44,Euro,31.44,Euro,Cheque,1
2022/09/01 17:10,70,100428660,4523,8035F5CE0,451908.7,US Dollar,451908.7,US Dollar,Cheque,1
2022/09/01 17:04,70,100428660,15916,80E131230,5373.95,US Dollar,5373.95,US Dollar,Cheque,1
2022/09/04 16:27,10,8001BB380,12,80011F990,14351.99,Euro,14351.99,Euro,ACH,1
2022/09/01 17:55,70,1004286A8,51159,814833AE0,152.72,Euro,152.72,Euro,Cash,1
2022/09/01 18:13,70,100428660,24869,80F29BD20,137.93,US Dollar,137.93,US Dollar,Cash,1
2022/09/01 19:00,70,1004286A8,23003,80B4917B0,576.67,Euro,576.67,Euro,Credit Card,1
2022/09/01 20:20,70,100428660,11107,81384AC30,560.11,US Dollar,560.11,US Dollar,Cheque,1
2022/09/01 20:46,70,100428660,22205,802CCCFB0,1146.41,US Dollar,1146.41,US Dollar,Cheque,1
2022/09/01 20:55,70,100428660,19474,806002EC0,3326.25,US Dollar,3326.25,US Dollar,Cheque,1
2022/09/01 20:31,70,1004286A8,8074,8077BD6A0,0.33,Euro,0.33,Euro,Credit Card,1
2022/09/01 21:07,70,100428660,5140,8035FEF20,1274.16,US Dollar,1274.16,US Dollar,Credit Card,1
2022/09/01 21:20,70,1004286A8,1547,8059ECD10,9620.53,Euro,9620.53,Euro,Cash,1
2022/09/01 21:53,70,100428660,220,805822770,20030000.28,US Dollar,20030000.28,US Dollar,Cheque,1
2022/09/01 21:38,70,100428660,137357,81359B180,2440.29,US Dollar,2440.29,US Dollar,Credit Card,1
2022/09/01 21:45,70,1004286A8,18049,80DE2D140,296.16,Euro,296.16,Euro,Credit Card,1
2022/09/01 22:41,70,100428660,130435,80C0F9280,18666.46,US Dollar,18666.46,US Dollar,Credit Card,1
2022/09/01 23:13,70,1004286A8,23,801DAC980,55.93,Euro,55.93,Euro,Credit Card,1
2022/09/02 00:25,70,100428660,215064,810AE3EA0,390.45,US Dollar,390.45,US Dollar,Credit Card,1
2022/09/02 00:01,70,1004286A8,3335,8016754D0,6073.21,Euro,6073.21,Euro,Cheque,1
2022/09/02 00:28,70,1004286A8,18180,80775D2D0,87.01,Euro,87.01,Euro,Cheque,1
2022/09/02 00:48,70,1004286A8,14011,802A79CD0,5807.24,Euro,5807.24,Euro,Credit Card,1
2022/09/02 01:26,70,100428660,222664,80CDFC680,4176.91,US Dollar,4176.91,US Dollar,Cheque,1
2022/09/02 01:06,70,100428660,42810,8102AEAC0,2296.72,US Dollar,2296.72,US Dollar,Cheque,1
2022/09/02 01:24,70,1004286A8,16941,80DE851D0,2240.07,Euro,2240.07,Euro,Cheque,1
2022/09/02 01:24,70,1004286A8,16643,812619420,1104.02,Euro,1104.02,Euro,Cheque,1
2022/09/02 01:38,70,100428660,21940,802C641F0,7082650.61,US Dollar,7082650.61,US Dollar,Cash,1
2022/09/02 01:59,70,1004286A8,218267,807202060,382.0,Euro,382.0,Euro,Cheque,1
2022/09/02 02:28,70,100428660,9371,80E49E460,6133.54,US Dollar,6133.54,US Dollar,Cash,1
2022/09/02 02:33,70,100428660,16163,80A6D5A20,1116.52,US Dollar,1116.52,US Dollar,Credit Card,1
2022/09/02 03:42,70,1004286A8,27241,811B159E0,739.13,Euro,739.13,Euro,Credit Card,1
2022/09/02 03:51,70,1004286A8,12004,811D01680,117478.75,Euro,117478.75,Euro,Cash,1
2022/09/02 03:41,70,1004286A8,138349,810CBA1C0,155.61,Euro,155.61,Euro,Cash,1
2022/09/02 05:18,70,1004286A8,24850,802620FE0,3091.16,Euro,3091.16,Euro,Cheque,1
2022/09/02 05:34,70,100428660,23885,804DC5650,2641.29,US Dollar,2641.29,US Dollar,Credit Card,1
2022/09/02 06:20,70,100428660,17729,805447960,17371.47,US Dollar,17371.47,US Dollar,Cheque,1
2022/09/02 06:22,70,1004286A8,21749,80D8A9A40,591.01,Euro,591.01,Euro,Cheque,1
2022/09/02 06:37,70,1004286A8,16847,804E19360,51.29,Euro,51.29,Euro,Credit Card,1
2022/09/02 07:09,70,1004286A8,23,80DEC81F0,69.19,Euro,69.19,Euro,Credit Card,1
2022/09/02 08:02,70,100428660,4726,806C6A5F0,48.03,US Dollar,48.03,US Dollar,Cash,1
2022/09/02 08:04,70,100428660,4766,8072C1AE0,866.69,US Dollar,866.69,US Dollar,Cheque,1
2022/09/02 08:38,70,100428660,10,80D820550,2437.52,US Dollar,2437.52,US Dollar,Cheque,1
2022/09/02 09:23,70,100428660,2385,8034D2BB0,3420.2,US Dollar,3420.2,US Dollar,Credit Card,1
2022/09/02 09:34,70,100428660,250814,813484320,5075.02,US Dollar,5075.02,US Dollar,Cheque,1
2022/09/02 10:23,70,100428660,21258,803F0F700,5210.68,US Dollar,5210.68,US Dollar,Cash,1
2022/09/02 10:37,70,1004286A8,45887,8144C31A0,1021.7,Euro,1021.7,Euro,Credit Card,1
2022/09/02 11:54,70,100428660,2845,80115AE30,939548.06,US Dollar,939548.06,US Dollar,Cash,1
2022/09/02 12:25,70,100428660,17401,809A29880,2489.52,US Dollar,2489.52,US Dollar,Credit Card,1
2022/09/02 12:08,70,1004286A8,28629,80B5A12B0,10199.99,Euro,10199.99,Euro,Cash,1
2022/09/02 12:42,70,100428660,19329,8106C6310,1367.82,US Dollar,1367.82,US Dollar,Cheque,1
2022/09/02 12:49,70,1004286A8,3335,80BB6BEC0,115.76,Euro,115.76,Euro,Credit Card,1
2022/09/02 12:32,70,1004286A8,120691,811060DC0,2428.36,Euro,2428.36,Euro,Credit Card,1
2022/09/02 13:08,70,100428660,237354,80E01A240,3604.66,US Dollar,3604.66,US Dollar,Cheque,1
2022/09/02 13:16,70,1004286A8,13554,80283B3A0,985.71,Euro,985.71,Euro,Cheque,1
2022/09/02 13:15,70,1004286A8,1024,8079014B0,7.38,Euro,7.38,Euro,Cash,1
2022/09/02 13:31,70,100428660,121303,80B3ABFB0,16992.3,US Dollar,16992.3,US Dollar,Credit Card,1
2022/09/02 13:32,70,1004286A8,46232,813246670,416.32,Euro,416.32,Euro,Cheque,1
2022/09/02 14:05,70,100428660,25547,806705C70,24.22,US Dollar,24.22,US Dollar,Cash,1
2022/09/02 14:06,70,100428660,24132,809942DA0,89.83,US Dollar,89.83,US Dollar,Cheque,1
2022/09/02 14:09,70,100428660,15085,80C7F9990,277.93,US Dollar,277.93,US Dollar,Cheque,1
2022/09/02 14:16,70,100428660,12446,81147C450,180.54,US Dollar,180.54,US Dollar,Cash,1
2022/09/02 14:29,70,1004286A8,11657,800FD6B00,766.04,Euro,766.04,Euro,Credit Card,1
2022/09/02 14:52,70,1004286A8,22775,808908AD0,266.86,Euro,266.86,Euro,Cash,1
2022/09/02 15:18,70,100428660,236046,81284CD80,574.19,US Dollar,574.19,US Dollar,Cheque,1
2022/09/02 15:16,70,1004286A8,19023,81350AAB0,442.58,Euro,442.58,Euro,Cheque,1
2022/09/02 15:40,70,1004286A8,11,800ED8300,5890.38,Euro,5890.38,Euro,Cheque,1
2022/09/02 16:18,70,100428660,1420,80EBCBA60,19607.34,US Dollar,19607.34,US Dollar,Credit Card,1
2022/09/02 16:21,70,100428660,11813,80ED33D50,157.69,US Dollar,157.69,US Dollar,Credit Card,1
2022/09/02 16:19,70,1004286A8,31149,813FDB660,13133442.32,Euro,13133442.32,Euro,Cheque,1
2022/09/02 16:30,70,100428660,1047,801C31E90,1773.67,US Dollar,1773.67,US Dollar,Cheque,1
2022/09/02 16:42,70,100428660,27444,8133C7FE0,4456.58,US Dollar,4456.58,US Dollar,Cheque,1
2022/09/02 17:08,70,100428660,15695,807A03CC0,1614.74,US Dollar,1614.74,US Dollar,Cash,1
2022/09/02 17:02,70,100428660,123102,80D2ACC90,25284.76,US Dollar,25284.76,US Dollar,Credit Card,1
2022/09/02 17:18,70,100428660,53160,813908380,7910.0,US Dollar,7910.0,US Dollar,Credit Card,1
2022/09/02 17:34,70,100428660,1244,80AEED230,291.94,US Dollar,291.94,US Dollar,Credit Card,1
2022/09/02 17:50,70,1004286A8,3655,80E2EDC30,19879.92,Euro,19879.92,Euro,Cheque,1
2022/09/02 18:05,70,1004286A8,11657,801046A80,12364.96,Euro,12364.96,Euro,Cheque,1
2022/09/02 19:28,70,1004286A8,2591,80A1C7710,2422.24,Euro,2422.24,Euro,Cheque,1
2022/09/02 20:18,70,1004286A8,410,807F266B0,303.08,Euro,303.08,Euro,Credit Card,1
2022/09/02 20:42,70,1004286A8,115656,80BB32290,118.64,Euro,118.64,Euro,Cheque,1
2022/09/02 21:05,70,100428660,214615,8075AB220,584.63,US Dollar,584.63,US Dollar,Cheque,1
2022/09/02 21:20,70,1004286A8,11056,803358660,152.05,Euro,152.05,Euro,Cheque,1
2022/09/02 22:36,70,1004286A8,15180,805A69430,20814.98,Euro,20814.98,Euro,Credit Card,1
2022/09/02 23:15,70,1004286A8,16388,81265AAE0,89.59,Euro,89.59,Euro,Credit Card,1
2022/09/03 00:48,70,100428660,4726,80F2BDA90,3259.52,US Dollar,3259.52,US Dollar,Cheque,1
2022/09/03 01:22,70,1004286A8,15964,802955F60,34.74,Euro,34.74,Euro,Credit Card,1
2022/09/03 02:01,70,1004286A8,17769,804970980,668.36,Euro,668.36,Euro,Cash,1
2022/09/03 02:52,70,1004286A8,16941,80FE9DE30,12131.77,Euro,12131.77,Euro,Credit Card,1
2022/09/03 04:10,70,100428660,111764,80DA37190,13131.12,US Dollar,13131.12,US Dollar,Cheque,1
2022/09/03 05:34,70,100428660,2845,80459C170,13.18,US Dollar,13.18,US Dollar,Cash,1
2022/09/03 06:03,70,100428660,16606,810EF66A0,22115.79,US Dollar,22115.79,US Dollar,Credit Card,1
2022/09/03 06:49,70,100428660,3420,8016136C0,84.7,US Dollar,84.7,US Dollar,Cheque,1
2022/09/03 06:55,70,100428660,3229,80593F210,572.64,US Dollar,572.64,US Dollar,Cheque,1
2022/09/03 06:32,70,100428660,248047,8123123E0,100.0,US Dollar,100.0,US Dollar,Cheque,1
2022/09/03 07:16,70,100428660,6179,80AA7BFF0,1986.8,US Dollar,1986.8,US Dollar,Cash,1
2022/09/03 07:58,70,100428660,16606,806D3B040,317.54,US Dollar,317.54,US Dollar,Cheque,1
2022/09/03 07:31,70,1004286A8,1665,802B00A50,114.72,Euro,114.72,Euro,Cheque,1
2022/09/03 08:25,70,100428660,10232,806FDA690,251.37,US Dollar,251.37,US Dollar,Cheque,1
2022/09/03 08:23,70,1004286A8,12004,800E47B20,392.95,Euro,392.95,Euro,Cheque,1
2022/09/03 08:50,70,100428660,3229,809C1BB00,1885.2,US Dollar,1885.2,US Dollar,Credit Card,1
2022/09/03 12:27,70,100428660,908,800A28DE0,1108.13,US Dollar,1108.13,US Dollar,Credit Card,1
2022/09/03 14:12,70,100428660,11471,80C095D40,55.57,US Dollar,55.57,US Dollar,Cheque,1
2022/09/03 14:06,70,1004286A8,241704,812BF8F30,101.5,Euro,101.5,Euro,Cheque,1
2022/09/03 15:58,70,1004286A8,18230,80B99C600,113.22,Euro,113.22,Euro,Cash,1
2022/09/03 16:32,70,1004286A8,25536,8067982B0,23.12,Euro,23.12,Euro,Credit Card,1
2022/09/03 16:35,70,1004286A8,121415,809F9CF50,1340.47,Euro,1340.47,Euro,Cheque,1
2022/09/03 17:16,70,100428660,111425,80C0D1E90,394.31,US Dollar,394.31,US Dollar,Credit Card,1
2022/09/03 17:50,70,100428660,1411,8104722C0,1494.0,US Dollar,1494.0,US Dollar,Cheque,1
2022/09/03 19:06,70,100428660,4523,8033A0A30,3478.54,US Dollar,3478.54,US Dollar,Credit Card,1
2022/09/03 19:52,70,100428660,5836,81336FCC0,7900.55,US Dollar,7900.55,US Dollar,Cash,1
2022/09/03 20:46,70,1004286A8,214322,806272460,70169.39,Euro,70169.39,Euro,Cheque,1
2022/09/03 21:28,70,1004286A8,210431,805497E10,99.98,Euro,99.98,Euro,Cheque,1
2022/09/04 00:22,70,100428660,1411,80407A190,3289.9,US Dollar,3289.9,US Dollar,Credit Card,1
2022/09/04 01:18,70,100428660,17327,80724FA90,1159.05,US Dollar,1159.05,US Dollar,Credit Card,1
2022/09/04 01:48,70,100428660,228921,80D5ED2F0,776.86,US Dollar,776.86,US Dollar,Cheque,1
2022/09/04 05:29,70,1004286A8,1916,802DEDF50,17071.79,Euro,17071.79,Euro,Cheque,1
2022/09/04 06:20,70,100428660,29802,8111290F0,59.26,US Dollar,59.26,US Dollar,Cash,1
2022/09/04 07:06,70,1004286A8,21387,80126A910,85.26,Euro,85.26,Euro,Cheque,1
2022/09/04 10:15,70,100428660,122151,81112BB40,214.0,US Dollar,214.0,US Dollar,Credit Card,1
2022/09/04 11:37,70,1004286A8,232154,80CA7D4A0,1351.74,Euro,1351.74,Euro,Cheque,1
2022/09/04 11:31,70,1004286A8,8074,8077BD6A0,22.01,Euro,22.01,Euro,Cheque,1
2022/09/04 14:39,70,1004286A8,20,8024F0980,44.87,Euro,44.87,Euro,Credit Card,1
2022/09/04 15:47,70,1004286A8,5328,802046130,45.71,Euro,45.71,Euro,Cheque,1
2022/09/04 15:46,70,1004286A8,2915,802F36550,230.77,Euro,230.77,Euro,Cheque,1
2022/09/04 17:10,70,1004286A8,20,80E0779B0,717.81,Euro,717.81,Euro,Cheque,1
2022/09/04 23:30,70,1004286A8,2467,801673D30,76260.59,Euro,76260.59,Euro,Cheque,1
2022/09/05 01:16,70,1004286A8,13265,802DC3430,1048.64,Euro,1048.64,Euro,Cheque,1
2022/09/05 01:47,70,1004286A8,217950,80AF10E50,21.93,Euro,21.93,Euro,Cash,1
2022/09/05 02:21,70,100428660,117299,809FC35A0,516.65,US Dollar,516.65,US Dollar,Cheque,1
2022/09/05 02:59,70,100428660,19329,80AE91D70,238.47,US Dollar,238.47,US Dollar,Credit Card,1
2022/09/05 02:35,70,100428660,33389,80DE37D50,109.69,US Dollar,109.69,US Dollar,Credit Card,1
2022/09/05 02:39,70,1004286A8,1299,800DA3FC0,156.36,Euro,156.36,Euro,Cheque,1
2022/09/05 03:26,70,100428660,17907,807B27240,16783.12,US Dollar,16783.12,US Dollar,Cash,1
2022/09/05 03:28,70,100428660,137972,80ED95BC0,5570.82,US Dollar,5570.82,US Dollar,Credit Card,1
2022/09/05 03:15,70,100428660,247368,8145D4C50,126.79,US Dollar,126.79,US Dollar,Cheque,1
2022/09/05 03:51,70,100428660,215841,805E98B50,1274.73,US Dollar,1274.73,US Dollar,Credit Card,1
2022/09/05 03:57,70,100428660,17425,80B599740,12125.49,US Dollar,12125.49,US Dollar,Cheque,1
2022/09/05 03:51,70,1004286A8,23344,802032810,3963.33,Euro,3963.33,Euro,Cash,1
2022/09/05 03:48,70,1004286A8,23555,807B06D50,37.02,Euro,37.02,Euro,Credit Card,1
2022/09/05 04:26,70,1004286A8,139216,813ED5D40,1253.05,Euro,1253.05,Euro,Cheque,1
2022/09/05 04:56,70,100428660,1244,802E02D00,927.96,US Dollar,927.96,US Dollar,Cheque,1
2022/09/05 04:36,70,1004286A8,13862,80F0EA5F0,132.81,Euro,132.81,Euro,Credit Card,1
2022/09/05 07:46,70,1004286A8,3335,8041F7E90,1865.6,Euro,1865.6,Euro,Cheque,1
2022/09/05 08:10,70,100428660,28827,809B979F0,37.29,US Dollar,37.29,US Dollar,Credit Card,1
2022/09/05 08:03,70,1004286A8,3489,80688D560,5314.44,Euro,5314.44,Euro,Cheque,1
2022/09/05 08:44,70,100428660,33780,813AE13E0,1601.29,US Dollar,1601.29,US Dollar,Credit Card,1
2022/09/05 10:29,70,1004286A8,22,8041A9DD0,498.49,Euro,498.49,Euro,Cheque,1
2022/09/05 10:39,70,100428660,1853,801E86180,1426.38,US Dollar,1426.38,US Dollar,Cash,1
2022/09/05 12:03,70,100428660,5836,8028F8BE0,23639.04,US Dollar,23639.04,US Dollar,Credit Card,1
2022/09/05 13:58,70,1004286A8,12004,813F15110,51.1,Euro,51.1,Euro,Cash,1
2022/09/05 14:17,70,100428660,10,80426E450,172.88,US Dollar,172.88,US Dollar,Credit Card,1
2022/09/05 14:26,70,100428660,19888,8089B1C60,19905.92,US Dollar,19905.92,US Dollar,Cheque,1
2022/09/05 15:50,70,100428660,1292,8005F0950,259.63,US Dollar,259.63,US Dollar,Cash,1
2022/09/05 15:31,70,100428660,1420,800E73F90,706.56,US Dollar,706.56,US Dollar,Cheque,1
2022/09/05 16:01,70,100428660,213952,807CA1330,1347.63,US Dollar,1347.63,US Dollar,Cheque,1
2022/09/05 17:46,70,100428660,116845,80B5B2DB0,2371.81,US Dollar,2371.81,US Dollar,Cheque,1
2022/09/05 18:29,70,100428660,4503,802134DE0,52.45,US Dollar,52.45,US Dollar,Cheque,1
2022/09/05 18:12,70,100428660,1244,807D9DB50,213.12,US Dollar,213.12,US Dollar,Cheque,1
2022/09/05 18:18,70,100428660,3242,80B902730,565.66,US Dollar,565.66,US Dollar,Credit Card,1
2022/09/05 19:17,70,100428660,19746,81118E180,11505.86,US Dollar,11505.86,US Dollar,Credit Card,1
2022/09/05 19:07,70,1004286A8,3123,802C0EB70,81.99,Euro,81.99,Euro,Cheque,1
2022/09/05 20:50,70,100428660,231490,811E1EF40,38.09,US Dollar,38.09,US Dollar,Cheque,1
2022/09/05 20:45,70,1004286A8,410,8075D0600,74.34,Euro,74.34,Euro,Cheque,1
2022/09/05 22:59,70,100428660,1467,8008DD4A0,268692.86,US Dollar,268692.86,US Dollar,Cheque,1
2022/09/05 22:51,70,1004286A8,14290,8031C7040,13.06,Euro,13.06,Euro,Cheque,1
2022/09/05 22:42,70,1004286A8,1547,80DD030F0,2371.3,Euro,2371.3,Euro,Credit Card,1
2022/09/05 23:09,70,100428660,4242,8033F0340,312745.81,US Dollar,312745.81,US Dollar,Cash,1
2022/09/05 23:27,70,100428660,28771,80762F540,495353.97,US Dollar,495353.97,US Dollar,Cash,1
2022/09/06 00:29,70,100428660,17729,8055DC880,144.74,US Dollar,144.74,US Dollar,Credit Card,1
2022/09/06 00:14,70,1004286A8,27402,80B1B5720,134013.14,Euro,134013.14,Euro,Cheque,1
2022/09/06 01:45,70,100428660,14077,802565AF0,3217.86,US Dollar,3217.86,US Dollar,Credit Card,1
2022/09/06 01:45,70,100428660,122702,810DA44D0,10033.66,US Dollar,10033.66,US Dollar,Credit Card,1
2022/09/06 01:45,70,100428660,4503,8112167F0,121.29,US Dollar,121.29,US Dollar,Credit Card,1
2022/09/06 01:54,70,100428660,5836,8144BD5F0,139.78,US Dollar,139.78,US Dollar,Cheque,1
2022/09/06 02:40,70,100428660,513,805235490,10034.05,US Dollar,10034.05,US Dollar,Cheque,1
2022/09/06 02:53,70,1004286A8,24144,801D92F40,164.61,Euro,164.61,Euro,Credit Card,1
2022/09/06 03:06,70,100428660,53160,813908380,1617.25,US Dollar,1617.25,US Dollar,Cheque,1
2022/09/06 05:43,70,100428660,29292,80C80DB00,8.7,US Dollar,8.7,US Dollar,Cash,1
2022/09/06 05:59,70,100428660,221891,810B24C80,248.86,US Dollar,248.86,US Dollar,Credit Card,1
2022/09/06 06:20,70,1004286A8,12797,80FBB3D90,946.71,Euro,946.71,Euro,Credit Card,1
2022/09/06 07:23,70,100428660,211050,810B20FC0,180.34,US Dollar,180.34,US Dollar,Credit Card,1
2022/09/06 07:20,70,1004286A8,21749,800AEBD70,108.75,Euro,108.75,Euro,Credit Card,1
2022/09/06 07:04,70,1004286A8,142501,812DA8900,15428581.4,Euro,15428581.4,Euro,Cheque,1
2022/09/06 07:45,70,100428660,28255,809056E80,159.89,US Dollar,159.89,US Dollar,Cheque,1
2022/09/06 08:34,70,100428660,1420,805B6EB10,6227.55,US Dollar,6227.55,US Dollar,Credit Card,1
2022/09/06 09:27,70,100428660,24132,802CDD790,180656.59,US Dollar,180656.59,US Dollar,Cheque,1
2022/09/06 10:11,70,100428660,15723,80A644EB0,21577.87,US Dollar,21577.87,US Dollar,Credit Card,1
2022/09/06 11:14,70,100428660,1241,800EEA500,110.99,US Dollar,110.99,US Dollar,Credit Card,1
2022/09/06 11:05,70,100428660,218885,80734D8C0,319.47,US Dollar,319.47,US Dollar,Cheque,1
2022/09/06 11:30,70,100428660,28733,81108E620,43.36,US Dollar,43.36,US Dollar,Credit Card,1
2022/09/06 15:01,70,100428660,1420,800659240,9151.93,US Dollar,9151.93,US Dollar,Credit Card,1
2022/09/06 15:17,70,100428660,11107,8042948D0,241.96,US Dollar,241.96,US Dollar,Credit Card,1
