Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 00:16,120046,808D59D00,10,80012FEA0,56.93,US Dollar,56.93,US Dollar,Credit Card,0
2022/09/07 02:40,8798,803555C90,13037,805B34210,5.92,US Dollar,5.92,US Dollar,Wire,0
2022/09/10 00:12,111443,8071013B0,1,8000F47F0,13.91,US Dollar,13.91,US Dollar,Credit Card,0
2022/09/07 00:25,1,8000EDEC0,1,8001A4F40,893.02,US Dollar,893.02,US Dollar,Cheque,0
2022/09/02 14:29,12,8000EC280,10,800197240,53.6,US Dollar,53.6,US Dollar,Credit Card,0
2022/09/08 01:47,12719,80683EE80,36056,812ED6380,2353.44,US Dollar,2353.44,US Dollar,Credit Card,0
2022/09/08 01:51,11813,8011305D0,1362,8021C6370,381.17,US Dollar,381.17,US Dollar,Cheque,0
2022/09/04 00:10,12,8000EC280,211050,80AEF5310,49.19,US Dollar,49.19,US Dollar,Credit Card,0
2022/09/07 22:31,11813,8011305D0,3420,80318C4D0,233.78,US Dollar,233.78,US Dollar,Cheque,0
2022/09/02 05:45,12719,80683EE80,36056,812ED6380,219.47,US Dollar,219.47,US Dollar,Cash,0
2022/09/06 06:02,1,8000EDEC0,22828,8010F0F90,310.97,US Dollar,310.97,US Dollar,Cheque,0
2022/09/08 02:43,245335,812ED62E0,127142,814449AD0,62.34,US Dollar,62.34,US Dollar,Cheque,0
2022/09/09 00:19,1,8000EDEC0,1,801130530,33.83,US Dollar,33.83,US Dollar,Credit Card,0
2022/09/03 05:01,11813,8011305D0,3420,80318C4D0,2326.82,US Dollar,2326.82,US Dollar,Credit Card,0
2022/09/08 20:07,1,8000EDEC0,1,8001A4F40,890.42,US Dollar,890.42,US Dollar,Credit Card,0
2022/09/03 00:14,10,80012FD90,135403,80E098F30,39.03,US Dollar,39.03,US Dollar,Credit Card,0
2022/09/09 15:05,11813,8011305D0,3420,80318C4D0,233.78,US Dollar,233.78,US Dollar,Cheque,0
2022/09/09 08:57,1,8003F5660,13037,805B34210,820.44,US Dollar,820.44,US Dollar,Cash,0
2022/09/09 12:06,12719,80683EE80,36056,812ED6380,8377.07,US Dollar,8377.07,US Dollar,Cheque,0
2022/09/01 00:02,1,8000F4510,4726,8075C15D0,13213.44,US Dollar,13213.44,US Dollar,Credit Card,0
2022/09/01 09:34,13037,805B34210,13037,805B34210,14.71,US Dollar,14.71,US Dollar,Reinvestment,0
2022/09/09 10:24,3208,8000F4580,1,8000F5AD0,720.33,US Dollar,720.33,US Dollar,Credit Card,0
2022/09/10 00:27,1,8000EDEC0,1,801130530,9.54,US Dollar,9.54,US Dollar,Credit Card,0
2022/09/09 00:01,10,80012FD90,2439,8017BF800,7.02,US Dollar,7.02,US Dollar,Credit Card,0
2022/09/01 03:11,1,8000F47F0,1292,800162950,48.81,US Dollar,48.81,US Dollar,Cheque,0
2022/09/05 02:53,1,8000F5340,11974,804D2AB40,18.69,US Dollar,18.69,US Dollar,ACH,0
2022/09/09 23:03,12,80012FE00,2843,801780050,29.97,US Dollar,29.97,US Dollar,Credit Card,0
2022/09/09 08:25,245335,812ED62E0,127142,814449AD0,62.34,US Dollar,62.34,US Dollar,Cheque,0
2022/09/05 13:22,1,8000EDEC0,1,8001A4F40,890.42,US Dollar,890.42,US Dollar,Credit Card,0
2022/09/02 00:06,1,8000F4FE0,13145,8017BF990,49.75,US Dollar,49.75,US Dollar,Credit Card,0
2022/09/01 20:24,1,8000F5340,11974,804D2AB40,77.4,US Dollar,77.4,US Dollar,Cheque,0
2022/09/10 00:14,221130,808D314B0,1,8000F5AD0,152.59,US Dollar,152.59,US Dollar,Credit Card,0
2022/09/07 00:08,1,800B53E50,1665,8005E18F0,32.57,US Dollar,32.57,US Dollar,Credit Card,0
2022/09/06 05:54,1,8000EDEC0,1,8001A4F40,890.42,US Dollar,890.42,US Dollar,Credit Card,0
2022/09/02 19:41,1,8000F4FE0,4766,809C1EA30,90.53,US Dollar,90.53,US Dollar,Credit Card,0
2022/09/06 11:39,245335,812ED62E0,127142,814449AD0,73.84,US Dollar,73.84,US Dollar,Cash,0
2022/09/02 07:07,13037,805B34210,1362,80718CD40,652080.15,US Dollar,652080.15,US Dollar,ACH,0
2022/09/09 12:27,12719,80683EE80,36056,812ED6380,914.21,US Dollar,914.21,US Dollar,ACH,0
2022/09/06 02:45,1,8000F5340,11974,804D2AB40,18.69,US Dollar,18.69,US Dollar,ACH,0
2022/09/08 17:43,1,8000F4510,1,800174A80,275.64,US Dollar,275.64,US Dollar,Cheque,0
2022/09/04 00:02,1,8000EDEC0,211050,80AEF5310,38.74,US Dollar,38.74,US Dollar,Credit Card,0
2022/09/09 00:02,28827,80B497BE0,1,8000F47F0,833.73,US Dollar,833.73,US Dollar,Credit Card,0
2022/09/01 06:25,211050,80AEF5310,211050,80AEF5310,23.65,US Dollar,23.65,US Dollar,Reinvestment,0
2022/09/02 22:50,1,8000F5340,11974,804D2AB40,77.4,US Dollar,77.4,US Dollar,Cheque,0
2022/09/05 15:55,12719,80683EE80,36056,812ED6380,219.47,US Dollar,219.47,US Dollar,Cash,0
2022/09/02 23:35,1,8000EDEC0,1292,8003AEA10,339502.16,US Dollar,339502.16,US Dollar,Cheque,0
2022/09/01 14:16,1,8000EDEC0,22828,8010F0F90,310.97,US Dollar,310.97,US Dollar,Cheque,0
2022/09/08 00:05,1,8000EDEC0,22828,8010F0F90,422.0,US Dollar,422.0,US Dollar,Credit Card,0
2022/09/05 10:28,245335,812ED62E0,127142,814449AD0,119.1,US Dollar,119.1,US Dollar,Credit Card,0
2022/09/06 20:01,12,80012FE00,16031,804D1FD40,1700.55,US Dollar,1700.55,US Dollar,Cheque,0
2022/09/10 00:10,1,8000F4510,13145,8017BF990,598.29,US Dollar,598.29,US Dollar,Credit Card,0
2022/09/02 09:57,21174,801AC65C0,211050,80AEF5310,1645.14,US Dollar,1645.14,US Dollar,ACH,0
2022/09/01 08:17,10,8000F5200,14325,8034EB730,83180.5,US Dollar,83180.5,US Dollar,Cash,0
2022/09/03 00:29,214609,80E4AE6A0,1,8000F47F0,278.55,US Dollar,278.55,US Dollar,Credit Card,0
2022/09/04 03:38,12719,80683EE80,36056,812ED6380,219.47,US Dollar,219.47,US Dollar,Cash,0
2022/09/01 08:04,1,8000F4FE0,2843,80083FC80,2795.45,US Dollar,2795.45,US Dollar,Cheque,0
2022/09/08 11:20,1,8000F47F0,1292,800162950,48.7,US Dollar,48.7,US Dollar,Credit Card,0
2022/09/09 13:00,10,80012FD90,2454,80479ED80,251.14,US Dollar,251.14,US Dollar,Cheque,0
2022/09/07 00:04,1,800DCF170,1,8000EC1E0,46.61,US Dollar,46.61,US Dollar,Credit Card,0
2022/09/01 05:25,1,8000F4FE0,795,806716D20,1023.59,US Dollar,1023.59,US Dollar,Credit Card,0
2022/09/09 01:05,8798,803555C90,13037,805B34210,69.64,US Dollar,69.64,US Dollar,Credit Card,0
2022/09/06 00:21,15625,8066C1140,1665,8005E18F0,137.76,US Dollar,137.76,US Dollar,Credit Card,0
2022/09/01 22:33,12719,80683EE80,36056,812ED6380,914.21,US Dollar,914.21,US Dollar,ACH,0
2022/09/08 09:03,12,80012FE00,8805,80342D190,2349.64,US Dollar,2349.64,US Dollar,Credit Card,0
2022/09/01 00:48,10,8000F5200,10,80012FD90,484537.0,US Dollar,484537.0,US Dollar,Cheque,0
2022/09/08 09:21,12,80012FE00,8805,80342D190,76704.99,US Dollar,76704.99,US Dollar,Cheque,0
2022/09/09 04:48,12,80012FE00,8805,80342D190,76704.99,US Dollar,76704.99,US Dollar,Cheque,0
2022/09/09 22:12,10,8000F5200,14325,8034EB730,83180.5,US Dollar,83180.5,US Dollar,Cash,0
2022/09/09 08:45,1,8000F4510,1,800174A80,275.64,US Dollar,275.64,US Dollar,Cheque,0
2022/09/02 18:10,11813,8011305D0,1362,8021C6370,2430.32,US Dollar,2430.32,US Dollar,Credit Card,0
2022/09/05 00:09,12,80012FE00,2439,8017BF800,118.45,US Dollar,118.45,US Dollar,Credit Card,0
2022/09/05 00:00,111443,8071013B0,1,8000F5AD0,46.87,US Dollar,46.87,US Dollar,Credit Card,0
2022/09/01 00:03,10,80012FD90,25547,805B29120,4394.19,US Dollar,4394.19,US Dollar,Credit Card,0
2022/09/04 13:53,11813,8011305D0,3420,80318C4D0,2326.82,US Dollar,2326.82,US Dollar,Credit Card,0
2022/09/01 21:36,1,8000EBAC0,12,8000EC280,665929.2,US Dollar,665929.2,US Dollar,Cheque,0
2022/09/10 23:03,1,8000EDEC0,1,8001A4F40,893.02,US Dollar,893.02,US Dollar,Cheque,0
2022/09/08 00:13,1,8000EDEC0,13145,8017BF990,41.77,US Dollar,41.77,US Dollar,Credit Card,0
2022/09/07 00:04,14325,801E8D760,1,8000F47F0,36.63,US Dollar,36.63,US Dollar,Credit Card,0
2022/09/07 00:23,12,80012FE00,12,80DABD220,376.61,US Dollar,376.61,US Dollar,Credit Card,0
2022/09/04 07:43,10,80012FD90,513,800772CA0,1233.08,US Dollar,1233.08,US Dollar,Cheque,0
2022/09/03 21:09,12719,80683EE80,36056,812ED6380,219.47,US Dollar,219.47,US Dollar,Cash,0
2022/09/08 00:09,17748,80C1C4030,1,8000EC1E0,92.09,US Dollar,92.09,US Dollar,Credit Card,0
2022/09/01 15:42,13037,805B34210,1362,80718CD40,652080.15,US Dollar,652080.15,US Dollar,ACH,0
2022/09/04 10:12,12,80012FE00,2843,801780050,16.09,US Dollar,16.09,US Dollar,Cheque,0
2022/09/06 13:52,12,80012FE00,2843,801780050,29.97,US Dollar,29.97,US Dollar,Credit Card,0
2022/09/05 22:05,1,8000EC1E0,12,8000F5030,1179.78,US Dollar,1179.78,US Dollar,ACH,0
2022/09/07 05:54,245335,812ED62E0,127142,814449AD0,62.34,US Dollar,62.34,US Dollar,Cheque,0
2022/09/06 15:17,1,8000F47F0,1292,800162950,26.59,US Dollar,26.59,US Dollar,Cash,0
2022/09/09 19:53,13037,805B34210,1588,80CA78A40,379.36,US Dollar,379.36,US Dollar,Credit Card,0
2022/09/06 21:27,12719,80683EE80,36056,812ED6380,219.47,US Dollar,219.47,US Dollar,Cash,0
2022/09/08 22:46,12,80012FE00,2843,801780050,16.09,US Dollar,16.09,US Dollar,Cheque,0
2022/09/06 00:05,18324,807105CA0,1,8000F47F0,74.82,US Dollar,74.82,US Dollar,Credit Card,0
2022/09/05 04:08,1,8000EDEC0,1292,8003AEA10,339502.16,US Dollar,339502.16,US Dollar,Cheque,0
2022/09/01 10:48,1,8000F4FE0,4766,809C1EA30,90.53,US Dollar,90.53,US Dollar,Credit Card,0
2022/09/05 08:36,1,8000F47F0,1292,800162950,48.7,US Dollar,48.7,US Dollar,Credit Card,0
2022/09/02 05:34,1,8000EDEC0,1,8001A4F40,893.02,US Dollar,893.02,US Dollar,Cheque,0
2022/09/10 00:02,1,8000F4FE0,211050,80AEF5310,8.94,US Dollar,8.94,US Dollar,Credit Card,0
2022/09/02 21:00,1,8000EBAC0,1,8000EBAC0,6323.34,Australian Dollar,4475.75,US Dollar,ACH,0
2022/09/02 00:25,133490,80F7CE650,1,8000EC1E0,139.47,US Dollar,139.47,US Dollar,Credit Card,0
2022/09/02 23:37,1,8000F4FE0,795,806716D20,791.59,US Dollar,791.59,US Dollar,Cheque,0
2022/09/01 03:18,1,8000F47F0,1292,800162950,48.7,US Dollar,48.7,US Dollar,Credit Card,0
2022/09/05 02:24,1,8000F4FE0,4766,809C1EA30,90.53,US Dollar,90.53,US Dollar,Credit Card,0
2022/09/05 10:26,245335,812ED62E0,127142,814449AD0,62.34,US Dollar,62.34,US Dollar,Cheque,0
2022/09/07 13:01,21174,801AC65C0,211050,80AEF5310,3186.64,US Dollar,3186.64,US Dollar,Cheque,0
2022/09/05 06:01,10,8000F5200,14325,8034EB730,18383.18,US Dollar,18383.18,US Dollar,Cheque,0
2022/09/03 00:20,215841,8119DB620,10,8000EBD30,89.83,US Dollar,89.83,US Dollar,Credit Card,0
2022/09/05 08:07,21174,801AC65C0,211050,80AEF5310,1645.14,US Dollar,1645.14,US Dollar,ACH,0
2022/09/01 04:42,10,80012FD90,513,800772CA0,1233.08,US Dollar,1233.08,US Dollar,Cheque,0
2022/09/08 00:21,1,8000F4510,211050,80AEF5310,19.38,US Dollar,19.38,US Dollar,Credit Card,0
